hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Nicole Gay,Nicole_G@comcast.net,738-534-0612,************9728
Resort Hotel,0,4,2016,November,47,13,2,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,154.0,0,Transient,27.0,0,0,Check-Out,2016-11-18,Cheryl Morgan,Cheryl.Morgan14@hotmail.com,180-391-3821,************8106
Resort Hotel,0,0,2016,November,47,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-11-18,Timothy Russell,Russell.Timothy@mail.com,448-901-6384,************6486
Resort Hotel,0,18,2016,November,47,13,2,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,466.0,0,Transient,35.0,0,0,Check-Out,2016-11-18,Daniel Torres,DanielTorres@comcast.net,314-939-7414,************3547
Resort Hotel,0,0,2016,November,47,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,61.2,0,0,Check-Out,2016-11-18,Suzanne Harrington,Harrington.Suzanne@zoho.com,119-249-6885,************4435
Resort Hotel,0,0,2016,November,47,16,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-11-18,Tiffany Pearson,Pearson.Tiffany@yahoo.com,878-139-9526,************9234
Resort Hotel,0,2,2016,November,47,18,0,2,2,0.0,0,HB,DEU,Direct,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,73.8,0,2,Check-Out,2016-11-20,Nicolas Parker,NParker@zoho.com,725-500-3737,************2800
Resort Hotel,0,0,2016,November,47,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-11-19,Christopher Avila,Christopher_A@hotmail.com,956-582-3990,************4588
Resort Hotel,0,0,2016,November,47,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,66.0,1,0,Check-Out,2016-11-19,Joseph Patterson,JosephPatterson33@xfinity.com,595-591-3541,************9429
Resort Hotel,0,1,2016,November,47,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-11-20,Ashley Fitzpatrick,Fitzpatrick.Ashley@yandex.com,909-454-2919,************6913
Resort Hotel,0,131,2017,April,14,8,0,1,2,0.0,0,BB,SWE,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2017-04-09,Carla Wilcox,Carla.Wilcox56@aol.com,802-565-6511,************2056
Resort Hotel,0,43,2016,November,47,18,0,2,2,1.0,0,HB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,52.5,0,0,Check-Out,2016-11-20,Jeffrey Powell,JeffreyPowell@yahoo.com,897-506-4490,************5297
Resort Hotel,0,4,2016,November,47,18,0,2,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,Refundable,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-20,Shannon Morgan DDS,Shannon_DDS@hotmail.com,707-899-4746,************8433
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Lauren Krueger,Lauren_K@yahoo.com,122-474-5545,************2182
Resort Hotel,0,0,2016,November,48,20,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-11-21,Tanner Neal,Tanner_N46@mail.com,303-762-7194,************2642
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,36.0,0,0,Check-Out,2016-11-21,Dr. Maria Thomas,DThomas@hotmail.com,374-405-7334,************7737
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Greg Martin,Greg_Martin@comcast.net,433-944-1957,************5336
Resort Hotel,0,10,2016,November,47,17,1,3,3,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient-Party,51.0,0,0,Check-Out,2016-11-21,Dorothy Baxter,Baxter.Dorothy@yahoo.com,368-418-2798,************6564
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Jared Valentine,JValentine@yahoo.com,454-582-7808,************7852
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Megan Moore,Moore_Megan@hotmail.com,960-913-8496,************9679
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,36.0,0,0,Check-Out,2016-11-21,Kimberly Smith,Kimberly_S67@yandex.com,559-038-4484,************6328
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Natasha Smith,NatashaSmith@hotmail.com,825-234-0865,************3927
Resort Hotel,0,0,2016,November,47,17,1,3,1,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,David Erickson,David_E@xfinity.com,885-367-7608,************6844
Resort Hotel,0,10,2016,November,47,17,1,3,3,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient-Party,51.0,0,0,Check-Out,2016-11-21,Michael Morales,Morales.Michael@aol.com,178-758-8175,************6762
Resort Hotel,0,115,2016,November,47,17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0,Check-Out,2016-11-21,Nicole Aguilar,Nicole.Aguilar95@yandex.com,365-975-7040,************7255
Resort Hotel,0,10,2016,November,47,17,1,3,3,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,51.0,0,0,Check-Out,2016-11-21,Anna Johnson,Anna_Johnson@outlook.com,264-314-2423,************4914
Resort Hotel,0,4,2016,November,48,20,1,0,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,66.0,1,1,Check-Out,2016-11-21,Connie Hamilton,Connie_H54@hotmail.com,975-747-9234,************2315
Resort Hotel,0,0,2016,November,48,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-11-22,Tonya Lopez,Lopez.Tonya@protonmail.com,256-216-8714,************7275
Resort Hotel,0,0,2016,November,48,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,61.0,1,0,Check-Out,2016-11-22,Sandra Howe,Howe_Sandra20@zoho.com,636-245-3338,************3440
Resort Hotel,0,7,2016,November,48,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,428.0,0,Transient,30.0,0,0,Check-Out,2016-11-22,Amber Charles,Amber.C@yahoo.com,137-142-5655,************2583
Resort Hotel,0,4,2016,November,48,21,1,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-11-23,Sean Johnson,Johnson.Sean73@protonmail.com,952-559-5806,************8331
Resort Hotel,0,14,2016,November,48,21,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-11-23,Sandra Poole,Sandra.P@mail.com,811-465-4384,************1699
Resort Hotel,0,2,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,108.0,0,Transient-Party,44.0,0,0,Check-Out,2016-11-24,Richard Garcia,RichardGarcia@aol.com,451-908-3830,************1118
Resort Hotel,0,0,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,34.0,0,Transient,50.0,1,1,Check-Out,2016-11-24,Amanda James,Amanda_J26@protonmail.com,965-204-6070,************2058
Resort Hotel,0,0,2016,November,49,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,34.0,0,Transient,38.0,1,1,Check-Out,2016-11-30,Emily Payne,Payne_Emily@mail.com,716-444-2071,************8313
Resort Hotel,0,0,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,34.0,0,Transient,50.0,0,1,Check-Out,2016-11-24,Kara Choi,Choi.Kara@yahoo.com,449-721-7821,************5177
Resort Hotel,0,2,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,108.0,0,Transient-Party,44.0,0,0,Check-Out,2016-11-24,Elizabeth Barajas,Barajas.Elizabeth90@yandex.com,986-450-0062,************7490
Resort Hotel,0,0,2016,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,44.0,0,1,Check-Out,2016-11-25,Don Murray,DMurray@att.com,132-710-0605,************9977
Resort Hotel,0,2,2016,December,51,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,421.0,0,Transient,39.0,0,0,Check-Out,2016-12-16,Amanda Williams DDS,Amanda.D@xfinity.com,750-373-7988,************6538
Resort Hotel,0,6,2016,November,48,23,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,154.0,0,Transient,27.0,0,0,Check-Out,2016-11-25,Andrew Price,Andrew_Price@comcast.net,329-486-6556,************3459
Resort Hotel,0,2,2016,November,48,24,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,484.0,0,Transient,48.4,0,1,Check-Out,2016-11-25,Jason Duran,Jason_D@gmail.com,275-694-7731,************7469
Resort Hotel,0,1,2016,November,48,25,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,0.0,1,0,Check-Out,2016-11-25,Kimberly Moore,Kimberly.Moore@yandex.com,663-829-3145,************9695
Resort Hotel,0,0,2016,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-11-25,James Weaver,JWeaver@yahoo.com,853-735-1086,************5287
Resort Hotel,0,0,2016,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-11-25,Janet Torres,Torres.Janet@aol.com,172-289-6696,************9922
Resort Hotel,0,0,2017,February,5,3,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,,,0,Transient,68.0,0,0,Check-Out,2017-02-05,Alec Pratt,Alec.P16@att.com,138-785-5354,************1967
Resort Hotel,0,0,2016,November,48,24,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-11-25,Jonathan Williams,Williams_Jonathan@gmail.com,848-559-8457,************1168
Resort Hotel,0,0,2016,November,48,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-11-26,Lisa Acosta,Acosta.Lisa@att.com,600-802-3089,************7356
Resort Hotel,0,0,2016,November,48,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-11-26,Troy Hansen,TroyHansen83@mail.com,961-687-0517,************1036
Resort Hotel,0,0,2016,November,48,25,0,1,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-11-26,Jessica Alvarez,Alvarez.Jessica@outlook.com,498-762-3656,************3498
Resort Hotel,0,45,2016,November,48,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,67.8,0,1,Check-Out,2016-11-27,Lori Huber,Lori.H@verizon.com,910-735-3905,************3751
Resort Hotel,0,45,2016,November,48,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,67.8,0,2,Check-Out,2016-11-27,Heather Dixon,Heather_Dixon22@mail.com,857-807-2711,************3099
Resort Hotel,0,45,2016,November,48,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,67.8,0,1,Check-Out,2016-11-27,Jill Bradley,JillBradley@protonmail.com,113-054-4261,************5655
Resort Hotel,0,3,2016,November,48,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,113.0,0,Transient,36.0,1,0,Check-Out,2016-11-27,Timothy Sanchez,Timothy.Sanchez@verizon.com,856-239-4162,************5146
Resort Hotel,0,1,2016,November,48,25,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,49.0,1,0,Check-Out,2016-11-27,Xavier Henry,Henry_Xavier@hotmail.com,973-743-6898,************8757
Resort Hotel,0,1,2016,November,48,26,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2016-11-27,Annette Clark,AClark67@zoho.com,717-664-6179,************1177
Resort Hotel,0,3,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,118.0,0,Transient,30.0,0,0,Check-Out,2016-11-29,Kelly Sutton,Sutton_Kelly@zoho.com,995-315-0291,************5954
Resort Hotel,0,45,2016,November,49,27,2,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-11-29,Randall Armstrong,Randall.A@verizon.com,126-492-9997,************9076
Resort Hotel,0,1,2016,November,49,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,32.0,0,Transient,37.8,0,0,Check-Out,2016-11-30,John Williams,John_W@verizon.com,525-185-6422,************2589
Resort Hotel,0,7,2016,November,49,29,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,28.0,0,Transient,45.0,0,1,Check-Out,2016-11-30,Jennifer Rios,JenniferRios@comcast.net,817-331-7607,************4021
Resort Hotel,0,0,2016,November,49,29,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73.0,0,0,Check-Out,2016-11-30,Miss Stephanie Clark MD,Miss.MD@zoho.com,394-771-2816,************8263
Resort Hotel,0,0,2016,November,49,29,0,1,1,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73.0,0,0,Check-Out,2016-11-30,Elizabeth Hall,EHall44@protonmail.com,192-125-8910,************1887
Resort Hotel,0,0,2016,November,49,29,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2016-12-01,Debra Reed,DReed@xfinity.com,639-387-5547,************9190
Resort Hotel,0,0,2016,November,49,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,34.0,0,Transient,38.0,1,1,Check-Out,2016-12-01,Bradley Sanchez,Bradley_Sanchez@protonmail.com,673-155-1058,************1566
Resort Hotel,0,0,2016,November,49,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-12-01,Maria Vaughn,MariaVaughn@yahoo.com,548-000-0564,************9349
Resort Hotel,0,0,2016,November,49,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,1,0,Check-Out,2016-12-01,Cynthia Sosa,CynthiaSosa@protonmail.com,706-326-4769,************3468
Resort Hotel,0,0,2016,December,49,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-12-02,Anne Montes,Anne_M@yahoo.com,407-457-1091,************6742
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Lawrence Donovan,LawrenceDonovan@outlook.com,205-646-1588,************2309
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Stuart Smith,Smith_Stuart@protonmail.com,734-294-7130,************6193
Resort Hotel,0,5,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Judith Smith,JSmith@comcast.net,346-322-0054,************2334
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Jillian Gibson,Jillian_Gibson@comcast.net,384-423-3595,************9395
Resort Hotel,0,0,2016,December,50,4,0,0,3,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,C,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-12-04,Christopher Thompson,Christopher_T@yahoo.com,234-627-0167,************6584
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Peter Hernandez,Peter_H@verizon.com,615-242-1828,************2441
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Ryan Faulkner,Faulkner_Ryan@xfinity.com,733-689-0830,************9642
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Christine Dean,Christine_D59@hotmail.com,935-434-3167,************2589
Resort Hotel,0,128,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Jeremy Newman,Jeremy.Newman@protonmail.com,258-698-4906,************4089
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Jeffrey Petersen,JeffreyPetersen@xfinity.com,358-866-1645,************9669
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Cynthia Martin,Cynthia_M@yahoo.com,808-552-1086,************7347
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,James Holland MD,MD_James@xfinity.com,683-389-6399,************7256
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Kyle Zimmerman,Zimmerman_Kyle60@protonmail.com,928-554-4813,************3778
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Anthony Brown,Brown_Anthony@xfinity.com,302-387-8169,************7445
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Mary Rangel,MaryRangel95@hotmail.com,443-969-2317,************6895
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Jade Johnson,Johnson_Jade@verizon.com,755-591-9204,************3498
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Lori Thompson,Lori_Thompson94@hotmail.com,181-301-6848,************4234
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Richard Wade,Richard.W@zoho.com,771-443-2429,************9942
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Austin Rogers,Austin_Rogers61@comcast.net,420-018-4674,************1997
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Kelly Ryan,KellyRyan@xfinity.com,717-083-6217,************9450
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Michael Brady,Michael_Brady@att.com,908-737-1425,************4875
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Stephanie Dickson,Dickson_Stephanie@xfinity.com,687-997-3358,************3214
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,Allison Warner,Allison_W@gmail.com,178-556-3196,************3303
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Erica Barajas,Erica.B@comcast.net,837-968-0438,************6571
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Jesse Curtis,Jesse.C@hotmail.com,682-670-1915,************9141
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Maureen Robinson,Robinson.Maureen15@comcast.net,305-062-5140,************1871
Resort Hotel,0,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0,0,Check-Out,2016-12-04,John Soto,John_Soto@aol.com,742-519-6578,************1130
Resort Hotel,0,141,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,487.0,13,Transient-Party,64.0,0,1,Check-Out,2016-12-04,Justin Young,Justin.Y@comcast.net,807-915-4733,************7890
Resort Hotel,0,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,64.0,0,1,Check-Out,2016-12-04,Dr. Mark Dean,DDean@att.com,125-751-9872,************5126
Resort Hotel,0,11,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-12-04,Martin Baker,MartinBaker@protonmail.com,625-869-9377,************5497
Resort Hotel,0,0,2016,December,49,3,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,60.0,0,0,Check-Out,2016-12-04,Jennifer Carlson,Jennifer_C89@verizon.com,408-220-5959,************6804
Resort Hotel,0,0,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-12-04,Dana Flynn,Dana_Flynn@yandex.com,439-296-5725,************5657
Resort Hotel,0,1,2016,December,49,3,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,66.0,1,0,Check-Out,2016-12-04,Diana Gaines,Gaines.Diana41@protonmail.com,102-530-2070,************8623
Resort Hotel,0,25,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-12-04,Diana Bishop,Diana.Bishop@att.com,576-626-8428,************8990
Resort Hotel,0,4,2016,December,50,4,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,66.0,1,0,Check-Out,2016-12-05,Daniel Winters,Daniel.W@yahoo.com,563-024-0098,************7942
Resort Hotel,0,0,2016,December,50,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,43.0,0,Transient-Party,30.0,0,0,Check-Out,2016-12-07,James Stephenson,JamesStephenson@yahoo.com,599-271-6971,************1691
Resort Hotel,0,1,2016,December,50,6,0,1,2,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,,491.0,0,Transient,54.9,0,0,Check-Out,2016-12-07,Tara Moore,TaraMoore74@xfinity.com,675-533-1865,************8760
Resort Hotel,0,1,2016,December,50,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,490.0,0,Transient,49.5,1,0,Check-Out,2016-12-07,Sara Jones,Jones_Sara@outlook.com,415-947-9938,************2100
Resort Hotel,0,17,2017,February,6,6,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,490.0,0,Transient,36.0,0,0,Check-Out,2017-02-07,Christina Lee,Christina.Lee@zoho.com,302-916-3517,************9508
